address,price,price_m2,bathrooms,size_construction,size,rooms,description,planta,exterior,preservation,floor_type,last_updated
La Florida (L'Hospitalet de Llobregat),1.050 €, 17  €/m²,: 1ª,: 61 m² ,: 3,: 1,"
            ¡SIN COMISIÓN DE AGENCIA!",,: SA3458-2001/20010013/207,,,"
                Actualizado el 02/11/2023
            "
La Barceloneta (Distrito Ciutat Vella. Barcelona Capital),790 €, 19  €/m²,: 1,: 40 m² ,: 38 m² ,: 1,"
            REFERENCIA - RG6595",: 4ª,,: Más de 50 años,,"
                Actualizado el 14/10/2023
            "
Canovelles,880 €, 15  €/m²,: 5ª,: 57 m² ,: 3,: 1,"
            ¡SIN COMISIÓN DE AGENCIA!",,: SA3458-2001/20010055/10,,,"
                Actualizado el 30/10/2023
            "
Instituts-Ponent (Granollers),900 €, 14  €/m²,: 2ª,: 64 m² ,: 3,: 1,"
            ¡SIN COMISIÓN DE AGENCIA!",,: SA3458-2001/20010049/15,,,"
                Actualizado el 31/10/2023
            "
Sant Miquel-Tres Torres (Granollers),785 €,,: En buen estado,: 57 m² ,: 2,: 1,"
            PROMOCIÓN: ¡ALTA DE SUMINISTROS GRATIS si reservas antes del 30 de noviembre! Y además, ¡sin comisiones de agencia!.Piso de 57 m² en alquiler, de 2 dormitorios situado en la localidad de Granollers, provincia de Barcelona.    La vivienda está bien comunicada, a pocos metros de la estación de tren, con paradas de autobús próximas con las líneas 330, 332, 335, 400 y 412 entre otras y por carretera, mediante los accesos viarios C-352 y BP-5002.     La zona dispone de equipamiento variado, centro de salud, restaurantes, supermercados, farmacia, gasolinera, etc.     Construido en 2006 este piso dispone de una superficie de 57 m² y se distribuye en salón-comedor con cocina abierta, amueblada con armarios altos y bajos y equipada con horno, vitrocerámica y campana extractora, 2 dormitorios y 1 baño, listo para convertirse en su próxima vivienda en alquiler. “[A efectos informativos, se hace constar que el índice de referencia de precios de alquiler de la vivienda es de 10,86€/m2.]”  Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. Requisitos: 1 mes de fianza. Seguro de vivienda y de impagos a cargo del inquilino. Se llevará a cabo un análisis de solvencia para el que solo se tendrán en cuenta ingresos demostrables. Promoción válida para contratos firmados antes de 30 de noviembre del 2023 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. En ALQUILATUHOGAR te garantizamos el mejor precio del seguro de impago de rentas, por lo que, si consigues una prima más barata con las mismas condiciones, avísanos y la diferencia te la reembolsamos en el primer recibo de renta y cantidades asimiladas. Para ello, será necesario que nos aportes un comprobante (documento emitido por la compañía aseguradora) en el que veamos la fecha, el precio y las condiciones de la póliza..
        ",: SOL6-CG-56007-0001,,,,"
                Actualizado el 02/11/2023
            "
Centre (Rubí),760 €,,: A estrenar,: 50 m² ,: 2,: 1,"
            PROMOCIÓN: ¡ALTA DE SUMINISTROS GRATIS si reservas antes del 30 de noviembre! Y además, ¡sin comisiones de agencia!.Pisos desde 50 m², en alquiler situados en la localidad de Rubí, Barcelona.Se trata de pisos con unas superficies desde 50 m² distribuidos en salón-comedor, 2 y 3 dormitorios, cocina y 1 baño.  La cocina se encuentra amueblada con armarios altos y bajos y equipada con horno, vitrocerámica y campana extractora. Cuenta con calefacción.La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera. También ofrece conexión por transporte público al estar cerca de varias paradas de autobús y de la estación de tren.En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar.Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.A efectos informativos, se hace constar que el índice de referencia de precios de alquiler de la vivienda es de 13.99 €/m².Requisitos: 1 mes de fianza. Seguro de vivienda y de impagos a cargo del inquilino. Se llevará a cabo un análisis de solvencia para el que solo se tendrán en cuenta ingresos demostrables. Promoción válida para contratos firmados antes de 30 de noviembre del 2023 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. En ALQUILATUHOGAR te garantizamos el mejor precio del seguro de impago de rentas, por lo que, si consigues una prima más barata con las mismas condiciones, avísanos y la diferencia te la reembolsamos en el primer recibo de renta y cantidades asimiladas. Para ello, será necesario que nos aportes un comprobante (documento emitido por la compañía aseguradora) en el que veamos la fecha, el precio y las condiciones de la póliza..
        ",: SOL6-SD-92617-0005,,,,"
                Actualizado el 02/11/2023
            "
Calldetenes,1.500 €,,: 2,: 367 m² ,: 179 m² ,: 3,"
            Espectacular torre en venta a Calldetenes, ubicada en una zona residencial muy tranquila. Con una superficie de 367 m  construidos en plena armonía con el diseño, lujo y practicidad. La pieza es única y singular, consta de tres plantas. Planta semi sotano: compuesta por un garaje de 135 m  con capacidad para cuatro coches, despensa............ Planta baja: compuesta de dos habitaciones de 17 y 11 m  muy amplías una de ellas con salida directa al jardín, recibidor, cocina office de 18 m , lavadero, baño completo con ducha y bañera a la vez, porche, comedor sala de estar con chimenea y salida directa a un impresionante jardín de 300?m . Planta primera: compuesta por un estudio de 42 m  y una suite de lujo la cual consta de 33 m  distribuidos: en una habitación doble, vestuario, baño con ducha y bañera de hidromasajes. Con acabados de alta gamma, madera de castaño y cerezo, parqué de madera de roble, cierres con vidrio doble, calefacción radiante, persianas motorizadas, aspiración centralizada, descalcificador/ósmosis. Con mucha luz a prácticamente todas las horas del día, no hay palabras para describirla. No te lo imagines más, a que esperas?  Contacta con nosotros y la vamos a visitar!   //finqueskmzero. cat https://youtu.be/yYN-xI48pZk.
        ",: Entre 30 y 50 años,: API266-30030_A,,,"
                Actualizado el 05/10/2023
            "
Sant Ildefons (Cornellà de Llobregat),880 €, 16  €/m²,: 4ª,: 54 m² ,: 2,: 1,"
            ¡SIN COMISIÓN DE AGENCIA!",,: En buen estado,: SA4647-2201/22010022/8,,"
                Actualizado el 26/10/2023
            "
Centre (Rubí),825 €,,: A estrenar,: 71 m² ,: 3,: 1,"
            PROMOCIÓN: ¡ALTA DE SUMINISTROS GRATIS si reservas antes del 30 de noviembre! Y además, ¡sin comisiones de agencia!.Pisos desde 50 m², en alquiler situados en la localidad de Rubí, Barcelona.Se trata de pisos con unas superficies desde 50 m² distribuidos en salón-comedor, 2 y 3 dormitorios, cocina y 1 baño.  La cocina se encuentra amueblada con armarios altos y bajos y equipada con horno, vitrocerámica y campana extractora. Cuenta con calefacción.La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera. También ofrece conexión por transporte público al estar cerca de varias paradas de autobús y de la estación de tren.En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar.Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.A efectos informativos, se hace constar que el índice de referencia de precios de alquiler de la vivienda es de 13.99 €/m².Requisitos: 1 mes de fianza. Seguro de vivienda y de impagos a cargo del inquilino. Se llevará a cabo un análisis de solvencia para el que solo se tendrán en cuenta ingresos demostrables. Promoción válida para contratos firmados antes de 30 de noviembre del 2023 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. En ALQUILATUHOGAR te garantizamos el mejor precio del seguro de impago de rentas, por lo que, si consigues una prima más barata con las mismas condiciones, avísanos y la diferencia te la reembolsamos en el primer recibo de renta y cantidades asimiladas. Para ello, será necesario que nos aportes un comprobante (documento emitido por la compañía aseguradora) en el que veamos la fecha, el precio y las condiciones de la póliza..
        ",: SOL6-CH-92617-0001,,,,"
                Actualizado el 02/11/2023
            "
El Coll (Distrito Gràcia. Barcelona Capital),1.300 €, 14  €/m²,: 1,: 90 m² ,: 66 m² ,: 1,"
            Gaudi house te presenta este espectacular loft de 90 mt2, oportunidad de vivir en una bombonera con mucho encanto muy luminoso.Cerca del Park Güell,lugar de ensueño   turistico con miradores a la gran ciudad de Barcelona.",: Bajo,: Más de 50 años,: XA768-4137,,"
                Actualizado el 04/11/2023
            "
Gavà Mar (Gavà),12.000 €,,: DA11-GAVR32981,: 147 m² ,: 3,: 2,"
            Este piso espectacular hace que te sientas como si estés dentro del mar. Duerme con los sonidos relajantes del Mediterráneo delante del mar y observa el amanecer desde la terraza.  ",,,,,"
                Actualizado el 29/10/2023
            "
La Pobla de Claramunt,625 €, 6  €/m²,: 1,: 97 m² ,: 97 m² ,: 4,"
            Altura piso 1º, piso superficie total 97 m², superficie útil 97 m², hab. individuales: 2, habitaciones dobles: 2, 1 baño, armarios empotrados, ascensor, calefacción (gas natural), carpintería exterior (pvc), cocina, comedor, estado conservación: buen estado, portero auto., puerta blind., soleado, teléfono, terraza, suelos: parquet, vidrios dobles.
        ",: 1ª,: En buen estado,: 522168-L237,,"
                Actualizado el 04/11/2023
            "
Canovelles,925 €,,: En buen estado,: 74 m² ,: 3,: 2,"
            PROMOCIÓN: ¡ALTA DE SUMINISTROS GRATIS si reservas antes del 30 de noviembre! Y además, ¡sin comisiones de agencia!.Piso de 73 m² en alquiler, de 3 dormitorios situado en la localidad de Terrassa, provincia de Barcelona.      La vivienda está bien comunicada, a pocos minutos de la estación del tren, con paradas de autobús cerca con las líneas 5 y 6 y por carretera, mediante los accesos viarios C-243c, C-16 y N-150.        La zona dispone de equipamiento variado, centro de salud, centro comercial, restaurantes, supermercados, centro de ocio infantil, etc.     Construido en 2010, este piso dispone de una superficie de 73 m² y se distribuye en salón-comedor, 3 dormitorios, cocina amueblada con armarios altos y bajos y equipada con horno, vitrocerámica y campana extractora, 2 baños y terraza, listo para convertirse en su próxima vivienda en alquiler. Incluye una plaza de garaje de 11 m² situada en la planta sótano.“[A efectos informativos, se hace constar que el índice de referencia de precios de alquiler de la vivienda es de 8,66€/m2.]”  Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. Requisitos: 1 mes de fianza. Seguro de vivienda y de impagos a cargo del inquilino. Se llevará a cabo un análisis de solvencia para el que solo se tendrán en cuenta ingresos demostrables. Promoción válida para contratos firmados antes de 30 de noviembre del 2023 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. En ALQUILATUHOGAR te garantizamos el mejor precio del seguro de impago de rentas, por lo que, si consigues una prima más barata con las mismas condiciones, avísanos y la diferencia te la reembolsamos en el primer recibo de renta y cantidades asimiladas. Para ello, será necesario que nos aportes un comprobante (documento emitido por la compañía aseguradora) en el que veamos la fecha, el precio y las condiciones de la póliza..
        ",: SOL6-CH-79754-0001,,,,"
                Actualizado el 02/11/2023
            "
Cementiri Vell (Distrito Vallparadís-Escoles. Terrassa),650 €,,: 3ª,: 33 m² ,: 28 m² ,: 1,"
            Piso de 1 ambiente equipado con todos los muebles y electrodomesticos. Cocina americana equipada con todos los electrodomesticos. Armarios empotrados. Cuarto de baño con plato de ducha. Plaza de parking con trastero incluidos en el mismo edificio. Suministros dados de alta. Gastos de comunidad y contribución incluidos. Indice de referencia de alquileres: 20.21.-€/m².
        ",,: Entre 10 y 20 años,: En buen estado,,"
                Actualizado el 03/11/2023
            "
Gavà Mar (Gavà),A consultar,,: 5,: 332 m² ,: 5,: 442 m² ,"
            Casa adosada de lujo a 3 vientos, en alquiler temporal, situada en la preciosa y exclusiva urbanización de Bonavista Beach en Gavà Mar. Este complejo de alto standing confiere la increíble sensación de vivir en una casa que se integra sin esfuerzo con el paisaje que la rodea. Aquí, no hay límites entre la belleza exterior del entorno y la belleza interior de su vivienda. Además, se ubica en un vecindario familiar, compuesto por un público internacional exclusivo, con ejecutivos de negocios y deportistas de alto rendimiento. ",: DA11-GAVR33566,,,,"
                Actualizado el 29/10/2023
            "
El Raval (Distrito Ciutat Vella. Barcelona Capital),3.180 €,,: 2,: 100 m² ,: 100 m² ,: 3,"
            En el barrio histórico de Barcelona, junto al Liceo de Barcelona y Ramblas, se ubica este edificio de inicios de siglo XX completamente restaurado. ",,: En buen estado,: EP868-3796,,"
                Actualizado el 27/10/2023
            "
Les Roquetes (Sant Pere de Ribes),880 €,,: En buen estado,: 88 m² ,: 4,: 2,"
            PROMOCIÓN: ¡ALTA DE SUMINISTROS GRATIS si reservas antes del 30 de noviembre! Y además, ¡sin comisiones de agencia!.Piso en alquiler situado en Sant Pere de Ribes.Construido en 2006, el inmueble de 88 m² construidos, ubicado en la zona de Les Roquetes de Garraf, se distribuye de la siguiente manera: comedor, cocina cerrada amueblada con armarios altos y bajos, vitrocerámica y campana extractora, 4 habitaciones y 2 cuartos de baño.Siempre es una inversión rentable, esta vivienda en alquiler se localiza próxima a todo tipo de servicios como: restaurantes, supermercados, parques, farmacias, centro de salud, centros educativos, bancos, locales comerciales, etc. Las comunicaciones por carretera son buenas ya que la C-31, entre otras, se alcanza en unos minutos. Cuenta además con buenas comunicaciones con líneas de autobús.Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.“[A efectos informativos, se hace constar que el índice de referencia de precios de alquiler de la vivienda es de 8,74€/m2.]” Requisitos: 1 mes de fianza. Seguro de vivienda y de impagos a cargo del inquilino. Se llevará a cabo un análisis de solvencia para el que solo se tendrán en cuenta ingresos demostrables. Promoción válida para contratos firmados antes de 30 de noviembre del 2023 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. En ALQUILATUHOGAR te garantizamos el mejor precio del seguro de impago de rentas, por lo que, si consigues una prima más barata con las mismas condiciones, avísanos y la diferencia te la reembolsamos en el primer recibo de renta y cantidades asimiladas. Para ello, será necesario que nos aportes un comprobante (documento emitido por la compañía aseguradora) en el que veamos la fecha, el precio y las condiciones de la póliza..
        ",: SOL6-SD-94274-0001,,,,"
                Actualizado el 02/11/2023
            "
La Vila de Gràcia (Distrito Gràcia. Barcelona Capital),2.600 €,,: 1,: 81 m² ,: 75 m² ,: 2,"
            Piso con Terraza en el Encantador Barrio de Gràcia",: En buen estado,: EP868-5817,,,"
                Actualizado el 27/10/2023
            "
Sant Gervasi-Galvany (Distrito Sarrià-Sant Gervasi. Barcelona Capital),1.800 €, 22  €/m²,: 1,: 81 m² ,: 76 m² ,: 3,"
            Piso para alquilar de tres habitaciones, dos dobles, una individual,  1 baño con plato de ducha,  nuevo,  y cocina independiente sin electrodomésticos. Es una planta principal, con ascensor.Tiene 81 m2 construidos y 76 m2 de superficie útil, es muy acogedor, es una calle tranquila, con una bonita terraza de 28m2.",: 1ª,: SA954-1670DD/4327,,,"
                Actualizado el 20/10/2023
            "
Teià,12.000 €,,: 8,: 600 m² ,: 560 m² ,: 6,"
            TEIÀ. Propiedad ÚNICA, por situación y acabados, en un parcela de 6.137m2. Vivienda de 560m2, con excelentes vistas al mar, distribuida en 2 plantas con 5 suites, 7 baños, sala polivalente, impresionante salón-comedor con grandes ventanales y 2 ambientes, con salida a un acogedor porche donde disfrutar de las espectaculares vistas del jardín. Amplia cocina office, zona de lavado y aseo de cortesía. ",: XA602-1248,: Más de 2,,,"
                Actualizado el 22/10/2023
            "
Sant Gervasi-La Bonanova (Distrito Sarrià-Sant Gervasi. Barcelona Capital),1.500 €,,: 1,: 77 m² ,: 58 m² ,: 1,"
            Colibree les presenta vivienda en alquiler que se encuentra en el codiciado barrio de las Tres Torres y ofrece una experiencia de vida excepcional en un espacio de 77 metros cuadrados. Al entrar, te recibirá un ambiente acogedor y luminoso que refleja la calidez del hogar. La disposición del piso está meticulosamente planificada, con cada rincón diseñado para proporcionar comodidad y funcionalidad.",,: En buen estado,: EP868-6403,,"
                Actualizado el 31/10/2023
            "
Gavà Mar (Gavà),6.000 €,,: DA11-GAVR45383,: 292 m² ,: 5,: 3,"
            Le presentamos una casa adosada de 260 m2 que cautiva con su elegante diseño y ubicación envidiable en primera línea de mar. Este espléndido hogar, parcialmente amueblado y completamente equipado, dispone de tres habitaciones dobles, incluyendo una luminosa buhardilla con acceso a un solárium privado, desde el cual podrá deleitarse con las panorámicas vistas a la pineda de Gavà Mar y a la zona ajardinada. ",,,,,"
                Actualizado el 29/10/2023
            "
La Vila de Gràcia (Distrito Gràcia. Barcelona Capital),1.550 €,,: 2,: 110 m² ,: 90 m² ,: 3,"
            Gaudí House tiene el gusto de presentarles un fantástico piso en pleno centro de Gràcia.",: XA768-4136,,,,"
                Actualizado el 03/11/2023
            "
Port Balís-Platges (Sant Andreu de Llavaneres),1.400 €,,: A estrenar,: 48 m² ,: 1,: 1,"
            Costa Norte Barcelona · El Maresme · Sant Andreu de Llavaneres",: XA642-3121,,,,"
                Actualizado el 11/10/2023
            "
Urbanitzacions Niàgara Parc-Àgora Parc-Roca-Rossa (Tordera),1.500 €,,: 4,: 300 m² ,: 220 m² ,: 9.900 m² ,"
            Masía de piedra vista (interior y exterior) del siglo XVIII, a 4,2km del pueblo de Pineda",: 2,: SA2058-UNLLMAS0030/3449,,,"
                Actualizado el 20/09/2023
            "
Can Boada-Torrent d'en Pere Parres (Terrassa),900 €, 7  €/m²,: 1ª,: 121 m² ,: 3,: 2,"
            PROMOCIÓN: 1 mes de alquiler GRATIS. Y además, ¡sin comisiones de agencia!",,: SA4647-2201/22010080/24,,,"
                Actualizado el 03/11/2023
            "
Sant Gervasi-Galvany (Distrito Sarrià-Sant Gervasi. Barcelona Capital),8.500 €,,: 6,: 357 m² ,: 319 m² ,: 5,"
            Colibree les presenta este exclusivo ático de  360 m2 en la prestigiosa avenida Vía Augusta. Todas las estancias son exteriores. Consta de 3 grandes y luminosos salones orientados a Sur, uno de ellos salón de biblioteca o despacho, con puertas señoriales y doble ventana todo el piso. El salón comedor (3 estancias) dan a una agradable terraza con césped. Las habitaciones dan a otra larga terraza. Tiene una grandiosa cocina de tres estancias diferentes (zona de fregadero, pica, lavaplatos; zona de cocinar mediante inducción o fuego directo; zona de antesala con galería,  baño de servicio y entrada de servicio), 5 dormitorios (1 suite master con vestidor y baño super completo), 2 juniors suites,  2 habitaciones, aparte de salas de vestidores y armarios, zona amplia de galería, aseo de cortesía y habitación y baño de servicio. Suelo de parquet, aire acondicionado en toda la vivienda mediante conductos, calefacción individual con radiadores. Todos los interiores de los armarios están en perfecto estado.",,: Reformado,: EP868-5723,,"
                Actualizado el 27/10/2023
            "
Llinars del Vallès,1.400 €,,: IF76795-ZZM36748,: 169 m² ,: 5,: 2,"
            Zazume te trae esta cómoda y acogedora vivienda de 169 m2 en el centro de Llinars. ",,,,,"
                Actualizado el 17/10/2023
            "
Vallromanes,4.500 €,,: 5,: 500 m² ,: 398 m² ,: 1.219 m² ,"
            CASA - CHALET en ALQUILER en VALLROMANES – Zona Can Carló (Vallès Oriental): ",: 5,: Entre 10 y 20 años,: En buen estado,,"
                Actualizado el 11/10/2023
            "
El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),900 €, 23  €/m²,: 1,: 39 m² ,: 30 m² ,: 1,"
            Entresuelo en C/Rauric en el barrio Gótico lo que nos situa en pleno corazón de la ciudad comtal. Rodeado de servicios y comercios, así como de fácil y práctico acceso a toda la ciudad. ",: 1ª,: SA954-1205/4327,,,"
                Actualizado el 17/10/2023
            "
Pedralbes (Distrito Les Corts. Barcelona Capital),4.800 €,,: En buen estado,: 285 m² ,: 5,: 3,"
            Te gustará saber:",: IF76872-AMP0004-827,,,,"
                Actualizado el 21/10/2023
            "
Seva,1.500 €,,: 2,: 150 m² ,: 120 m² ,: 3,"
            ALQUILER CON OPCIÓN A COMPRA, MÀXIMO 2 AÑOS, precio de venta 467.000 . Exclusiva torre de obra nueva en el pueblo de Seva, situado a 60km de Barcelona. Diseño en planta baja, pensada para la comodidad del día a día y de gran eficiencia energética. La casa cuenta con salón - comedor muy amplio y con salida directa al porche y al jardín, cocina equipada y con isla de color blanco, 3 habitaciones, 2 baños completos con bañera y ducha, cuarto trastero, pre instalación de chimenea, calefacción de aerotermia con suelo radiante, techos abuhardillados de madera con ojos de buey, suelos de gres, cristales dobles, persianas eléctricas, video portero, puerta de entrada automática, jardín de 425 metros y superficie construida de 150, finca totalmente vallada. No pierdas la oportunidad y contacta con nosotros para pedir más información!!!!.
        ",: A estrenar,: API94-100416.2,,,"
                Actualizado el 28/09/2023
            "
Centre (Sitges),1.700 €,,: 3,: 125 m² ,: 94 m² ,: 50 m² ,"
            ALQUILER DE INVIERNO DE OCTUBRE A ABRIL",: 3,: SA1988-PHS100730/7088_A,,,"
                Actualizado el 26/10/2023
            "
Caputxins-Santa Clara-Hospital (Vic),1.500 €,,: 2,: 230 m² ,: 200 m² ,: 5,"
            Os presentamos esta casa de alquiler exclusivamente destinada a estudiantes, ubicada en la Carretera de Roda, muy cerca de la Facultad de Medicina.",: Entre 30 y 50 años,: Reformado,: 2134-3391,,"
                Actualizado el 03/11/2023
            "
La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),2.500 €,,: En buen estado,: 100 m² ,: 2,: 2,"
            Magnifico piso totalmente reformado y amueblado en Rambla Catalunya.",: IF76306-I-00JCPC-W-02IWCC,,,,"
                Actualizado el 30/09/2021
            "
La Vila de Gràcia (Distrito Gràcia. Barcelona Capital),1.814 €,,: 1,: 59 m² ,: 58 m² ,: 1,"
            Vivienda en planta tercera de  de 58 m2 con balcón de 2m2, de una habitación en suite, gran salón comedor ,cocina equipada. Piscina comunitaria y solarium en azotea. Parkings disponibles no incluidos en el precio.",,: En buen estado,: EP868-6526,,"
                Actualizado el 27/10/2023
            "
Teià,12.000 €,,: XA643-1663,: 5,: 6,: En buen estado,"
            Costa de Barcelona · El Maresme · Teia",,,,,"
                Actualizado el 18/10/2023
            "
Pedralbes (Distrito Les Corts. Barcelona Capital),5.500 €,,: 3,: 330 m² ,: 325 m² ,: 5,"
            AP4496 - Fantástico piso de alto standing ya disponible, situado en el barrio de les Corts y concretamente en el barrio de Pedralbes una de las zonas más exclusivas y tranquilas de Barcelona la cual alberga multitud de parques y zonas verdes y a la vez también esta muy bien conectado con diferentes medios de transporte público (metro, autobuses y otros). ",,: AG165-AP4496,,,"
                Actualizado el 04/11/2023
            "
La Creu de Barberà (Sabadell),780 €, 9  €/m²,: 2ª,: 84 m² ,: 2,: 1,"
            ¡SIN COMISIÓN DE AGENCIA!",,: SA4647-2201/22010066/26,,,"
                Actualizado el 03/11/2023
            "
Can Girona-Terramar-Vinyet (Sitges),1.700 €, 16  €/m²,: 2,: 102 m² ,: 95 m² ,: 3,"
            Bonito y práctico piso en alquiler para 11 meses y con posibilidad de renovarse a 11mas.",: 1ª,: SA1166-5276/5417,,,"
                Actualizado el 05/10/2023
            "
Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),2.500 €, 27  €/m²,: 2,: 90 m² ,: 80 m² ,: 2,"
            Precioso piso de alquiler a 10 minutos andando de la playa de la Barceloneta.Todo exterior y muy luminoso, 78 m2 habitables, consta de recibidor, salon comedor, dos habitaciones dobles, cocina independiente totalmente equipada y dos baños completos. Totalmente amueblado y equipado con materiales de primera calidad. Sol todo el dia verano e invierno. Tambien hay la posiblilidad de alquilar sin muebles.Aire acondicionado por conductos y calefacción central. Todo exterior doble cristal con cámara.Parking grande en el mismo edificio opcional, 180 € Inmejorable ubicacion muy cerca de la playa y con toda clase de comercios y servicios alrededor. Muy bien comunicado con Metro y varias lineas de autobus.
        ",: 1ª,: SA1366-ISBLG208/2015,,,"
                Actualizado el 09/08/2023
            "
Sarrià (Distrito Sarrià-Sant Gervasi. Barcelona Capital),6.000 €,,: 5,: 280 m² ,: 275 m² ,: 5,"
            CA2415 - Fantástica casa adosada disponible para entrar a vivir ya, situado en el distrito de Sarrià-Sant Gervasi y específicamente en la zona de Sarrià, una de las zonas más exclusivas y tranquilas de Barcelona donde albergan multitud de comercios, parques, hospitales y diferentes medios de transporte público (metro, autobuses y otros).",: Adosada,: AG165-CA2415,,,"
                Actualizado el 03/11/2023
            "
Centre-Passeig i Rodalies (Manresa),650 €, 9  €/m²,: 1,: 70 m² ,: 64 m² ,: 1,"
            Precios pis reformat al born tercer pis d'alçada. 1 habitacio , possibilitat de 2. Cuina i bany reformat. Rentadora i nevera. Terrassa gran comunitaria i traster.  Aigua i alarma inclosa  al preu.
        ",: 3ª,: 6m,: Más de 50 años,,"
                Actualizado el 04/11/2023
            "
Sant Martí de Provençals (Distrito Sant Martí. Barcelona Capital),1.235 €, 18  €/m²,: 7ª,: 66 m² ,: 3,: 1,"
            ¡SIN COMISIÓN DE AGENCIA!",,: SA4647-2201/22010011/62,,,"
                Actualizado el 03/11/2023
            "
Parets del Vallès,820 €, 10  €/m²,: 1,: 80 m² ,: 70 m² ,: 3,"
            Piso de 70 m2 con 3 dormitorios ( 1 doble, 2 individuales), comedor, cocina, 1 baño",: 2ª,,: Entre 30 y 50 años,,"
                Actualizado el 02/11/2023
            "
Sant Antoni (Distrito Eixample. Barcelona Capital),1.445 €,,: XA614-2320,: 48 m² ,: 41 m² ,: 5ª,"
            Consigue ¡HASTA 2 MESES GRATIS! y disfruta este otoño en tu nuevo hogar",,,,,"
                Actualizado el 04/11/2023
            "
La Nova Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),2.200 €, 14  €/m²,: 2,: 149 m² ,: 120 m² ,: 4,"
            PISO en ALQUILER DE TEMPORADA hasta 2 años cerca del CLINICO. ",: 2ª,: SA4468-1105214/10008,,,"
                Actualizado el 03/11/2023
            "
La Marina del Port-Parc de Montjuïc (Distrito Sants-Montjuïc. Barcelona Capital),1.030 €, 15  €/m²,: 1ª,: 68 m² ,: 3,: 1,"
            PROMOCIÓN: 1 mes de alquiler GRATIS. Y además, ¡sin comisiones de agencia!",,: SA4647-2201/22010011/64,,,"
                Actualizado el 03/11/2023
            "
La Barceloneta (Distrito Ciutat Vella. Barcelona Capital),2.950 €,,: En buen estado,: 60 m² ,: 2,: 2,"
            En una de las zonas más exclusivas de Barcelona, en primera",: IF76306-I-00KJ3X-W-02RRPB,,,,"
                Actualizado el 29/06/2023
            "
El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital),1.450 €,,: 1,: 90 m² ,: 55 m² ,: 2,"
            Passatge igualtat ref 6102",,: Más de 50 años,: XA768-6101,,"
                Actualizado el 03/11/2023
            "
La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),5.200 €,,: En buen estado,: 208 m² ,: 3,: 4,"
            Magnífica vivienda con terraza privada en el corazón del Eixample. La propiedad decorada con mobiliario de lujo cuenta con dos dormitorios dobles ambos con baño en suite y un dormitorio individual. A su vez, tienes dos pequeños toilet uno en el interior de la vivienda y el otro en la terraza. El salón comedor destacada por su gran amplitud y luminosidad. La cocina integrada está totalmente equipada con todos los electrodomésticos. La terraza tiene acceso directo por la misma vivienda situada en una planta baja pero con gran privacidad gracias a un paraíso de plantas y el porche que cubre.",: IF76306-I-00KLUQ-W-02SDIT,,,,"
                Actualizado el 16/05/2023
            "
